ShiftId,EmployeeId,SiteId,ShiftType,ShiftStartedAt,ShiftEndedAt,ShiftDurationHours,ExpectedProductiveHours,ActualProductiveHours
SHF-016568,EMP-0145,SIT-0006,Attended,2025-07-09 07:00:00,2025-07-09 13:00:00,6.0,4.9799999999999995,5.9399999999999995
SHF-001994,EMP-0135,SIT-0010,Attended,2025-05-15 02:00:00,2025-05-15 10:00:00,8.0,6.96,6.48
SHF-008765,EMP-0085,SIT-0008,Unplanned,2025-12-22 12:00:00,2025-12-22 19:00:00,7.0,5.53,6.37
SHF-004120,EMP-0418,SIT-0002,Attended,2025-03-15 21:00:00,2025-03-16 05:00:00,8.0,7.44,5.28
SHF-010893,EMP-0083,SIT-0007,Attended,2025-12-03 06:00:00,2025-12-03 09:00:00,3.0,1.8599999999999999,2.0999999999999996
SHF-002768,EMP-0198,SIT-0002,Attended,2025-11-03 00:00:00,2025-11-03 04:00:00,4.0,2.4,3.16
SHF-018372,EMP-0194,SIT-0008,Attended,2025-04-27 20:00:00,2025-04-27 23:00:00,3.0,2.67,2.88
SHF-005675,EMP-0437,SIT-0007,Attended,2025-05-26 17:00:00,2025-05-27 01:00:00,8.0,5.28,4.8
SHF-014806,EMP-0043,SIT-0007,Attended,2025-10-10 11:00:00,2025-10-10 16:00:00,5.0,4.75,4.1499999999999995
SHF-006401,EMP-0314,SIT-0007,Attended,2025-10-10 11:00:00,2025-10-10 15:00:00,4.0,2.4,2.4
SHF-000441,EMP-0420,SIT-0002,Attended,2025-10-13 12:00:00,2025-10-13 19:00:00,7.0,6.02,4.83
SHF-014374,EMP-0424,SIT-0004,Missed,2025-12-23 02:00:00,2025-12-23 09:00:00,7.0,6.16,4.27
SHF-016612,EMP-0098,SIT-0006,Attended,2025-09-25 19:00:00,2025-09-25 22:00:00,3.0,2.0999999999999996,1.98
SHF-018342,EMP-0268,SIT-0005,Attended,2025-10-02 07:00:00,2025-10-02 12:00:00,5.0,4.75,3.25
SHF-016022,EMP-0425,SIT-0002,Attended,2025-09-20 20:00:00,2025-09-21 01:00:00,5.0,3.3000000000000003,4.1
SHF-008760,EMP-0300,SIT-0004,Attended,2025-05-04 20:00:00,2025-05-05 00:00:00,4.0,3.76,3.96
SHF-007107,EMP-0355,SIT-0010,Attended,2025-12-05 02:00:00,2025-12-05 05:00:00,3.0,2.04,2.34
SHF-011222,EMP-0087,SIT-0004,Attended,2025-06-07 07:00:00,2025-06-07 15:00:00,8.0,6.0,5.2
SHF-017615,EMP-0089,SIT-0010,Attended,2025-10-05 02:00:00,2025-10-05 07:00:00,5.0,4.55,4.4
SHF-004161,EMP-0216,SIT-0010,Missed,2025-03-08 16:00:00,2025-03-09 00:00:00,8.0,7.36,6.56
SHF-019772,EMP-0389,SIT-0008,Attended,2025-06-23 12:00:00,2025-06-23 15:00:00,3.0,1.83,2.61
SHF-011620,EMP-0406,SIT-0008,Attended,2025-04-07 16:00:00,2025-04-07 19:00:00,3.0,2.25,2.37
SHF-015993,EMP-0362,SIT-0006,Attended,2025-08-13 12:00:00,2025-08-13 20:00:00,8.0,6.64,7.6
SHF-008376,EMP-0383,SIT-0010,Attended,2025-12-30 11:00:00,2025-12-30 16:00:00,5.0,3.95,5.0
SHF-004926,EMP-0006,SIT-0009,Unplanned,2025-02-08 16:00:00,2025-02-09 00:00:00,8.0,4.88,5.12
SHF-012067,EMP-0150,SIT-0007,Missed,2025-03-17 03:00:00,2025-03-17 07:00:00,4.0,3.2,2.56
SHF-001407,EMP-0215,SIT-0007,Unplanned,2025-12-17 21:00:00,2025-12-18 03:00:00,6.0,5.16,5.64
SHF-014727,EMP-0346,SIT-0004,Attended,2025-10-21 02:00:00,2025-10-21 08:00:00,6.0,3.7199999999999998,5.34
SHF-001714,EMP-0205,SIT-0008,Missed,2025-12-02 15:00:00,2025-12-02 20:00:00,5.0,3.85,4.35
SHF-008195,EMP-0277,SIT-0004,Attended,2025-06-22 05:00:00,2025-06-22 08:00:00,3.0,2.79,2.37
SHF-006918,EMP-0325,SIT-0003,Unplanned,2025-05-21 01:00:00,2025-05-21 07:00:00,6.0,3.96,3.7199999999999998
SHF-011045,EMP-0323,SIT-0003,Attended,2025-02-08 01:00:00,2025-02-08 09:00:00,8.0,6.16,6.4
SHF-009058,EMP-0187,SIT-0003,Missed,2025-04-14 15:00:00,2025-04-14 21:00:00,6.0,4.26,4.62
SHF-005783,EMP-0326,SIT-0001,Attended,2025-02-14 22:00:00,2025-02-15 05:00:00,7.0,5.95,6.44
SHF-002941,EMP-0471,SIT-0005,Attended,2025-09-07 20:00:00,2025-09-08 03:00:00,7.0,4.41,6.3
SHF-002416,EMP-0330,SIT-0005,Attended,2025-01-02 22:00:00,2025-01-03 03:00:00,5.0,4.0,3.9000000000000004
SHF-013067,EMP-0449,SIT-0001,Attended,2025-11-22 12:00:00,2025-11-22 18:00:00,6.0,4.92,5.04
SHF-001998,EMP-0473,SIT-0005,Attended,2025-01-16 15:00:00,2025-01-16 19:00:00,4.0,2.48,2.88
SHF-004705,EMP-0441,SIT-0003,Attended,2025-08-17 03:00:00,2025-08-17 06:00:00,3.0,2.4000000000000004,2.46
SHF-011988,EMP-0270,SIT-0004,Attended,2025-01-20 07:00:00,2025-01-20 13:00:00,6.0,4.38,5.22
SHF-013877,EMP-0469,SIT-0008,Attended,2025-09-16 11:00:00,2025-09-16 16:00:00,5.0,4.65,4.75
SHF-013079,EMP-0415,SIT-0002,Attended,2025-06-19 00:00:00,2025-06-19 07:00:00,7.0,6.44,7.0
SHF-012111,EMP-0273,SIT-0008,Attended,2025-04-19 09:00:00,2025-04-19 16:00:00,7.0,5.6000000000000005,4.27
SHF-012433,EMP-0298,SIT-0006,Attended,2025-01-11 16:00:00,2025-01-11 20:00:00,4.0,3.08,2.68
SHF-004829,EMP-0182,SIT-0009,Attended,2025-10-27 21:00:00,2025-10-28 01:00:00,4.0,3.0,2.88
SHF-002851,EMP-0196,SIT-0009,Attended,2025-01-30 10:00:00,2025-01-30 14:00:00,4.0,3.76,3.04
SHF-017798,EMP-0071,SIT-0006,Attended,2025-07-23 11:00:00,2025-07-23 15:00:00,4.0,3.44,4.0
SHF-014738,EMP-0266,SIT-0004,Unplanned,2025-08-02 11:00:00,2025-08-02 16:00:00,5.0,3.2,3.15
SHF-004825,EMP-0124,SIT-0002,Attended,2025-08-05 02:00:00,2025-08-05 08:00:00,6.0,5.64,5.4
SHF-004049,EMP-0255,SIT-0006,Unplanned,2025-03-31 03:00:00,2025-03-31 09:00:00,6.0,4.92,4.4399999999999995
SHF-015405,EMP-0076,SIT-0003,Missed,2025-03-22 04:00:00,2025-03-22 10:00:00,6.0,5.34,5.34
SHF-015015,EMP-0416,SIT-0005,Attended,2025-07-19 09:00:00,2025-07-19 13:00:00,4.0,3.32,2.76
SHF-013910,EMP-0197,SIT-0004,Attended,2025-02-21 07:00:00,2025-02-21 10:00:00,3.0,2.64,2.94
SHF-017738,EMP-0331,SIT-0002,Attended,2025-03-20 01:00:00,2025-03-20 04:00:00,3.0,2.7,2.04
SHF-008831,EMP-0343,SIT-0004,Missed,2025-04-05 20:00:00,2025-04-06 01:00:00,5.0,3.9000000000000004,4.5
SHF-009508,EMP-0025,SIT-0010,Unplanned,2025-12-13 21:00:00,2025-12-14 04:00:00,7.0,5.18,7.0
SHF-011301,EMP-0196,SIT-0008,Attended,2025-12-12 10:00:00,2025-12-12 16:00:00,6.0,4.32,5.5200000000000005
SHF-003942,EMP-0325,SIT-0010,Attended,2025-01-03 04:00:00,2025-01-03 09:00:00,5.0,3.55,3.85
SHF-019895,EMP-0318,SIT-0005,Attended,2025-10-25 18:00:00,2025-10-25 23:00:00,5.0,4.35,3.4499999999999997
SHF-007826,EMP-0401,SIT-0007,Attended,2025-03-03 09:00:00,2025-03-03 14:00:00,5.0,3.2,3.3000000000000003
SHF-018834,EMP-0196,SIT-0005,Attended,2025-04-28 14:00:00,2025-04-28 22:00:00,8.0,7.04,7.68
SHF-003158,EMP-0287,SIT-0004,Missed,2025-08-15 15:00:00,2025-08-15 19:00:00,4.0,2.64,3.64
SHF-005871,EMP-0254,SIT-0006,Attended,2025-02-17 12:00:00,2025-02-17 15:00:00,3.0,2.79,2.31
SHF-006988,EMP-0392,SIT-0006,Attended,2025-07-03 17:00:00,2025-07-03 20:00:00,3.0,1.8599999999999999,2.2800000000000002
SHF-004401,EMP-0335,SIT-0008,Attended,2025-01-27 19:00:00,2025-01-28 00:00:00,5.0,3.2,4.3
SHF-015253,EMP-0220,SIT-0004,Attended,2025-04-25 07:00:00,2025-04-25 15:00:00,8.0,4.96,7.04
SHF-019684,EMP-0286,SIT-0001,Attended,2025-11-08 23:00:00,2025-11-09 07:00:00,8.0,6.08,6.32
SHF-015211,EMP-0329,SIT-0002,Unplanned,2025-10-31 20:00:00,2025-11-01 01:00:00,5.0,3.7,4.3
SHF-019286,EMP-0377,SIT-0006,Attended,2025-07-21 15:00:00,2025-07-21 19:00:00,4.0,2.64,3.4
SHF-001693,EMP-0280,SIT-0002,Unplanned,2025-12-29 01:00:00,2025-12-29 05:00:00,4.0,3.0,2.8
SHF-012970,EMP-0450,SIT-0008,Attended,2025-10-29 17:00:00,2025-10-29 20:00:00,3.0,2.43,2.43
SHF-018812,EMP-0188,SIT-0010,Attended,2025-10-15 19:00:00,2025-10-15 22:00:00,3.0,2.37,2.13
SHF-019053,EMP-0298,SIT-0008,Missed,2025-06-06 06:00:00,2025-06-06 11:00:00,5.0,3.5999999999999996,4.95
SHF-013388,EMP-0267,SIT-0003,Attended,2025-01-17 17:00:00,2025-01-18 00:00:00,7.0,4.41,4.62
SHF-010280,EMP-0093,SIT-0002,Attended,2025-09-07 14:00:00,2025-09-07 17:00:00,3.0,1.8599999999999999,2.61
SHF-005755,EMP-0044,SIT-0003,Attended,2025-10-22 02:00:00,2025-10-22 10:00:00,8.0,6.08,6.24
SHF-008301,EMP-0337,SIT-0002,Attended,2025-12-14 00:00:00,2025-12-14 07:00:00,7.0,5.67,5.95
SHF-002125,EMP-0359,SIT-0010,Attended,2025-10-16 20:00:00,2025-10-17 04:00:00,8.0,5.12,6.08
SHF-017682,EMP-0347,SIT-0002,Attended,2025-03-17 05:00:00,2025-03-17 10:00:00,5.0,4.0,3.4499999999999997
SHF-015302,EMP-0466,SIT-0005,Attended,2025-11-29 11:00:00,2025-11-29 15:00:00,4.0,2.68,3.0
SHF-012546,EMP-0101,SIT-0007,Attended,2025-04-02 12:00:00,2025-04-02 20:00:00,8.0,5.28,7.36
SHF-007552,EMP-0053,SIT-0002,Attended,2025-08-07 15:00:00,2025-08-07 21:00:00,6.0,5.34,5.699999999999999
SHF-006571,EMP-0158,SIT-0005,Attended,2025-02-13 07:00:00,2025-02-13 14:00:00,7.0,4.62,6.09
SHF-012581,EMP-0176,SIT-0007,Attended,2025-03-21 10:00:00,2025-03-21 14:00:00,4.0,3.56,2.96
SHF-018122,EMP-0436,SIT-0009,Unplanned,2025-11-05 00:00:00,2025-11-05 05:00:00,5.0,3.9000000000000004,4.65
SHF-005225,EMP-0054,SIT-0010,Attended,2025-02-19 08:00:00,2025-02-19 16:00:00,8.0,7.12,6.72
SHF-013460,EMP-0469,SIT-0003,Missed,2025-08-30 17:00:00,2025-08-30 21:00:00,4.0,3.08,2.4
SHF-009990,EMP-0230,SIT-0007,Attended,2025-08-11 02:00:00,2025-08-11 09:00:00,7.0,4.69,7.0
SHF-016202,EMP-0484,SIT-0008,Unplanned,2025-12-02 16:00:00,2025-12-02 23:00:00,7.0,4.27,4.2
SHF-007932,EMP-0100,SIT-0004,Attended,2025-11-10 10:00:00,2025-11-10 14:00:00,4.0,2.56,3.12
SHF-017559,EMP-0028,SIT-0005,Missed,2025-07-10 00:00:00,2025-07-10 08:00:00,8.0,6.96,6.4
SHF-018784,EMP-0351,SIT-0004,Unplanned,2025-07-15 08:00:00,2025-07-15 13:00:00,5.0,4.4,3.05
SHF-017199,EMP-0394,SIT-0008,Missed,2025-10-16 16:00:00,2025-10-17 00:00:00,8.0,6.88,7.36
SHF-006729,EMP-0224,SIT-0009,Attended,2025-02-02 20:00:00,2025-02-03 04:00:00,8.0,6.8,7.44
SHF-018990,EMP-0243,SIT-0005,Attended,2025-02-20 03:00:00,2025-02-20 08:00:00,5.0,4.699999999999999,3.95
SHF-013107,EMP-0011,SIT-0005,Attended,2025-08-26 06:00:00,2025-08-26 14:00:00,8.0,7.52,5.76
SHF-001087,EMP-0048,SIT-0010,Attended,2025-02-17 09:00:00,2025-02-17 12:00:00,3.0,2.61,1.9500000000000002
SHF-016498,EMP-0292,SIT-0009,Attended,2025-01-24 16:00:00,2025-01-24 21:00:00,5.0,3.85,4.55
SHF-009724,EMP-0136,SIT-0010,Attended,2025-05-17 02:00:00,2025-05-17 06:00:00,4.0,3.4,3.32
SHF-002909,EMP-0420,SIT-0010,Attended,2025-04-02 13:00:00,2025-04-02 18:00:00,5.0,3.15,4.65
SHF-001117,EMP-0292,SIT-0010,Unplanned,2025-02-19 02:00:00,2025-02-19 07:00:00,5.0,4.65,4.3
SHF-012500,EMP-0210,SIT-0004,Attended,2025-03-06 21:00:00,2025-03-07 04:00:00,7.0,6.02,6.3
SHF-001850,EMP-0148,SIT-0006,Missed,2025-10-12 03:00:00,2025-10-12 10:00:00,7.0,5.18,5.53
SHF-014236,EMP-0213,SIT-0003,Attended,2025-08-28 21:00:00,2025-08-29 01:00:00,4.0,3.08,3.92
SHF-006454,EMP-0387,SIT-0001,Attended,2025-02-10 21:00:00,2025-02-11 00:00:00,3.0,2.58,1.7999999999999998
SHF-003790,EMP-0261,SIT-0006,Attended,2025-08-16 23:00:00,2025-08-17 05:00:00,6.0,4.5600000000000005,5.28
SHF-004783,EMP-0253,SIT-0009,Missed,2025-10-01 07:00:00,2025-10-01 11:00:00,4.0,3.72,3.84
SHF-010253,EMP-0312,SIT-0008,Attended,2025-01-23 19:00:00,2025-01-24 00:00:00,5.0,3.05,3.05
SHF-001758,EMP-0461,SIT-0004,Attended,2025-10-27 09:00:00,2025-10-27 15:00:00,6.0,5.58,4.62
SHF-006969,EMP-0494,SIT-0004,Missed,2025-03-25 06:00:00,2025-03-25 09:00:00,3.0,2.8499999999999996,2.73
SHF-015432,EMP-0239,SIT-0007,Missed,2025-08-22 17:00:00,2025-08-22 22:00:00,5.0,3.3000000000000003,4.9
SHF-010272,EMP-0031,SIT-0007,Missed,2025-09-20 23:00:00,2025-09-21 07:00:00,8.0,6.4,6.64
SHF-015507,EMP-0415,SIT-0002,Attended,2025-07-22 18:00:00,2025-07-22 23:00:00,5.0,4.25,3.2
SHF-018973,EMP-0375,SIT-0010,Unplanned,2025-08-11 21:00:00,2025-08-12 02:00:00,5.0,3.9000000000000004,4.45
SHF-018387,EMP-0195,SIT-0004,Attended,2025-12-06 19:00:00,2025-12-07 02:00:00,7.0,6.37,5.67
SHF-008867,EMP-0408,SIT-0006,Attended,2025-10-14 05:00:00,2025-10-14 12:00:00,7.0,5.18,5.18
SHF-014902,EMP-0193,SIT-0007,Unplanned,2025-11-28 06:00:00,2025-11-28 12:00:00,6.0,5.699999999999999,4.800000000000001
SHF-000511,EMP-0349,SIT-0009,Attended,2025-08-24 13:00:00,2025-08-24 16:00:00,3.0,2.0100000000000002,2.31
SHF-009274,EMP-0114,SIT-0009,Attended,2025-02-21 06:00:00,2025-02-21 10:00:00,4.0,3.48,3.84
SHF-000804,EMP-0157,SIT-0008,Missed,2025-11-15 06:00:00,2025-11-15 09:00:00,3.0,2.31,2.25
SHF-006624,EMP-0424,SIT-0003,Attended,2025-09-05 23:00:00,2025-09-06 06:00:00,7.0,6.02,5.53
SHF-012155,EMP-0277,SIT-0005,Attended,2025-08-07 04:00:00,2025-08-07 11:00:00,7.0,4.55,6.44
SHF-006757,EMP-0032,SIT-0006,Attended,2025-05-07 16:00:00,2025-05-07 20:00:00,4.0,3.2,2.48
SHF-008582,EMP-0336,SIT-0001,Missed,2025-04-22 06:00:00,2025-04-22 11:00:00,5.0,4.3,5.0
SHF-019919,EMP-0188,SIT-0008,Unplanned,2025-07-28 16:00:00,2025-07-28 22:00:00,6.0,4.38,4.32
SHF-003725,EMP-0143,SIT-0009,Missed,2025-10-18 19:00:00,2025-10-19 00:00:00,5.0,3.7,3.15
SHF-014535,EMP-0460,SIT-0004,Attended,2025-11-29 12:00:00,2025-11-29 20:00:00,8.0,7.44,6.8
SHF-016787,EMP-0002,SIT-0002,Attended,2025-05-16 12:00:00,2025-05-16 17:00:00,5.0,3.75,4.1499999999999995
SHF-017030,EMP-0307,SIT-0005,Attended,2025-03-25 09:00:00,2025-03-25 15:00:00,6.0,4.32,5.1
SHF-002672,EMP-0253,SIT-0008,Attended,2025-10-16 19:00:00,2025-10-16 22:00:00,3.0,2.31,2.4899999999999998
SHF-010707,EMP-0016,SIT-0003,Attended,2025-07-19 17:00:00,2025-07-19 21:00:00,4.0,3.16,2.52
SHF-010679,EMP-0332,SIT-0003,Attended,2025-12-26 18:00:00,2025-12-27 02:00:00,8.0,6.08,7.52
SHF-001776,EMP-0335,SIT-0008,Attended,2025-01-14 13:00:00,2025-01-14 19:00:00,6.0,3.7800000000000002,5.4
SHF-015561,EMP-0134,SIT-0003,Attended,2025-12-05 09:00:00,2025-12-05 15:00:00,6.0,4.0200000000000005,3.7199999999999998
SHF-001912,EMP-0111,SIT-0002,Attended,2025-03-21 00:00:00,2025-03-21 03:00:00,3.0,2.0999999999999996,2.37
SHF-008771,EMP-0466,SIT-0003,Attended,2025-09-29 23:00:00,2025-09-30 05:00:00,6.0,4.26,5.76
SHF-009917,EMP-0075,SIT-0004,Attended,2025-09-16 08:00:00,2025-09-16 12:00:00,4.0,2.52,3.36
SHF-002383,EMP-0100,SIT-0008,Attended,2025-08-21 13:00:00,2025-08-21 16:00:00,3.0,2.55,1.83
SHF-004849,EMP-0463,SIT-0003,Missed,2025-10-13 08:00:00,2025-10-13 13:00:00,5.0,3.8,4.6000000000000005
SHF-019549,EMP-0493,SIT-0004,Unplanned,2025-06-26 08:00:00,2025-06-26 16:00:00,8.0,6.16,5.52
SHF-007953,EMP-0066,SIT-0008,Attended,2025-08-03 15:00:00,2025-08-03 22:00:00,7.0,5.390000000000001,4.8999999999999995
SHF-019461,EMP-0180,SIT-0008,Unplanned,2025-09-18 21:00:00,2025-09-19 05:00:00,8.0,7.52,5.36
SHF-004034,EMP-0269,SIT-0005,Unplanned,2025-09-20 13:00:00,2025-09-20 18:00:00,5.0,3.65,3.0
SHF-007080,EMP-0363,SIT-0007,Attended,2025-11-13 21:00:00,2025-11-14 05:00:00,8.0,6.88,4.88
SHF-016988,EMP-0497,SIT-0007,Attended,2025-04-21 00:00:00,2025-04-21 08:00:00,8.0,7.2,6.56
SHF-016053,EMP-0035,SIT-0003,Missed,2025-08-16 13:00:00,2025-08-16 17:00:00,4.0,3.0,3.36
SHF-015261,EMP-0418,SIT-0002,Attended,2025-04-13 00:00:00,2025-04-13 03:00:00,3.0,2.0999999999999996,2.4899999999999998
SHF-009801,EMP-0014,SIT-0004,Attended,2025-06-15 07:00:00,2025-06-15 14:00:00,7.0,5.32,4.2
SHF-009812,EMP-0342,SIT-0005,Attended,2025-02-15 10:00:00,2025-02-15 13:00:00,3.0,2.0999999999999996,2.73
SHF-014419,EMP-0094,SIT-0007,Attended,2025-05-23 22:00:00,2025-05-24 05:00:00,7.0,5.18,6.37
SHF-003063,EMP-0130,SIT-0002,Attended,2025-08-12 11:00:00,2025-08-12 18:00:00,7.0,6.23,4.55
SHF-016417,EMP-0055,SIT-0005,Attended,2025-08-15 10:00:00,2025-08-15 14:00:00,4.0,3.76,2.96
SHF-002972,EMP-0402,SIT-0009,Missed,2025-10-23 17:00:00,2025-10-23 23:00:00,6.0,4.0200000000000005,4.199999999999999
SHF-012466,EMP-0122,SIT-0003,Attended,2025-05-20 18:00:00,2025-05-20 21:00:00,3.0,2.4899999999999998,2.94
SHF-010786,EMP-0047,SIT-0001,Attended,2025-07-22 02:00:00,2025-07-22 06:00:00,4.0,3.64,3.68
SHF-014211,EMP-0051,SIT-0002,Attended,2025-09-13 14:00:00,2025-09-13 17:00:00,3.0,1.83,2.82
SHF-000357,EMP-0051,SIT-0004,Attended,2025-11-30 17:00:00,2025-11-30 22:00:00,5.0,3.15,3.65
SHF-005485,EMP-0006,SIT-0006,Attended,2025-05-30 22:00:00,2025-05-31 06:00:00,8.0,6.32,6.0
SHF-002455,EMP-0391,SIT-0007,Attended,2025-12-17 08:00:00,2025-12-17 14:00:00,6.0,4.86,5.04
SHF-001686,EMP-0081,SIT-0005,Attended,2025-11-25 22:00:00,2025-11-26 01:00:00,3.0,2.7600000000000002,2.34
SHF-018648,EMP-0362,SIT-0005,Missed,2025-11-30 01:00:00,2025-11-30 09:00:00,8.0,6.0,5.36
SHF-005153,EMP-0011,SIT-0004,Attended,2025-06-16 15:00:00,2025-06-16 22:00:00,7.0,4.97,6.6499999999999995
SHF-009936,EMP-0144,SIT-0007,Attended,2025-04-23 15:00:00,2025-04-23 23:00:00,8.0,5.68,6.8
SHF-014607,EMP-0440,SIT-0007,Attended,2025-05-03 19:00:00,2025-05-04 03:00:00,8.0,5.28,7.04
SHF-004062,EMP-0106,SIT-0005,Unplanned,2025-09-03 13:00:00,2025-09-03 20:00:00,7.0,6.3,5.6000000000000005
SHF-001675,EMP-0354,SIT-0010,Attended,2025-07-31 09:00:00,2025-07-31 12:00:00,3.0,2.8499999999999996,2.04
SHF-012038,EMP-0411,SIT-0005,Attended,2025-05-04 18:00:00,2025-05-04 21:00:00,3.0,2.82,2.79
SHF-016843,EMP-0492,SIT-0006,Attended,2025-06-09 14:00:00,2025-06-09 19:00:00,5.0,3.55,3.1
SHF-014616,EMP-0126,SIT-0010,Attended,2025-07-25 17:00:00,2025-07-26 01:00:00,8.0,5.2,4.88
SHF-009207,EMP-0120,SIT-0002,Attended,2025-06-26 17:00:00,2025-06-27 01:00:00,8.0,5.04,5.44
SHF-015131,EMP-0466,SIT-0001,Attended,2025-06-24 22:00:00,2025-06-25 03:00:00,5.0,3.4000000000000004,3.25
SHF-017138,EMP-0257,SIT-0004,Attended,2025-01-04 04:00:00,2025-01-04 12:00:00,8.0,5.84,5.12
SHF-012063,EMP-0417,SIT-0006,Missed,2025-05-21 23:00:00,2025-05-22 04:00:00,5.0,3.95,3.4499999999999997
SHF-011196,EMP-0311,SIT-0003,Attended,2025-06-06 13:00:00,2025-06-06 18:00:00,5.0,3.85,4.95
SHF-007824,EMP-0389,SIT-0002,Attended,2025-03-15 00:00:00,2025-03-15 08:00:00,8.0,7.04,6.0
SHF-008569,EMP-0357,SIT-0004,Missed,2025-06-17 14:00:00,2025-06-17 22:00:00,8.0,7.6,7.92
SHF-010080,EMP-0233,SIT-0006,Attended,2025-06-20 11:00:00,2025-06-20 17:00:00,6.0,5.34,3.5999999999999996
SHF-011438,EMP-0396,SIT-0001,Unplanned,2025-12-22 16:00:00,2025-12-22 20:00:00,4.0,2.64,2.76
SHF-015787,EMP-0344,SIT-0005,Attended,2025-11-18 13:00:00,2025-11-18 18:00:00,5.0,4.45,3.65
SHF-015294,EMP-0137,SIT-0009,Attended,2025-01-11 21:00:00,2025-01-12 04:00:00,7.0,6.6499999999999995,6.16
SHF-008086,EMP-0257,SIT-0007,Attended,2025-07-13 04:00:00,2025-07-13 07:00:00,3.0,2.04,2.55
SHF-004694,EMP-0389,SIT-0003,Attended,2025-07-06 12:00:00,2025-07-06 17:00:00,5.0,3.25,4.55
SHF-005492,EMP-0243,SIT-0002,Attended,2025-03-08 17:00:00,2025-03-08 23:00:00,6.0,4.9799999999999995,4.62
SHF-014440,EMP-0313,SIT-0006,Missed,2025-07-06 17:00:00,2025-07-07 01:00:00,8.0,6.8,4.8
SHF-010097,EMP-0098,SIT-0006,Attended,2025-05-07 22:00:00,2025-05-08 01:00:00,3.0,2.13,2.52
SHF-001485,EMP-0450,SIT-0002,Attended,2025-10-24 02:00:00,2025-10-24 10:00:00,8.0,5.36,5.76
SHF-003421,EMP-0248,SIT-0003,Attended,2025-04-07 15:00:00,2025-04-07 22:00:00,7.0,5.88,6.859999999999999
SHF-018857,EMP-0174,SIT-0001,Missed,2025-04-16 19:00:00,2025-04-16 23:00:00,4.0,2.68,2.6
SHF-010386,EMP-0248,SIT-0004,Attended,2025-05-11 23:00:00,2025-05-12 06:00:00,7.0,4.2,6.09
SHF-015157,EMP-0297,SIT-0003,Attended,2025-05-06 08:00:00,2025-05-06 14:00:00,6.0,4.74,4.0200000000000005
SHF-019583,EMP-0197,SIT-0010,Attended,2025-08-16 04:00:00,2025-08-16 11:00:00,7.0,5.739999999999999,5.88
SHF-004243,EMP-0433,SIT-0006,Missed,2025-02-05 07:00:00,2025-02-05 10:00:00,3.0,2.73,2.19
SHF-008393,EMP-0303,SIT-0001,Attended,2025-11-06 21:00:00,2025-11-07 05:00:00,8.0,5.6,5.28
SHF-011644,EMP-0351,SIT-0007,Attended,2025-05-06 09:00:00,2025-05-06 13:00:00,4.0,3.48,3.16
SHF-018549,EMP-0441,SIT-0010,Attended,2025-06-29 04:00:00,2025-06-29 10:00:00,6.0,5.5200000000000005,5.76
SHF-003601,EMP-0218,SIT-0010,Attended,2025-01-24 15:00:00,2025-01-24 18:00:00,3.0,2.43,2.46
SHF-009639,EMP-0467,SIT-0008,Missed,2025-09-03 21:00:00,2025-09-04 00:00:00,3.0,2.04,2.9699999999999998
SHF-014813,EMP-0444,SIT-0008,Attended,2025-07-29 15:00:00,2025-07-29 23:00:00,8.0,5.6,5.76
SHF-005576,EMP-0433,SIT-0002,Missed,2025-05-23 10:00:00,2025-05-23 16:00:00,6.0,4.32,5.9399999999999995
SHF-019398,EMP-0054,SIT-0004,Attended,2025-06-07 02:00:00,2025-06-07 07:00:00,5.0,3.8,3.15
SHF-011846,EMP-0293,SIT-0007,Attended,2025-08-16 16:00:00,2025-08-16 20:00:00,4.0,3.32,3.72
SHF-012825,EMP-0093,SIT-0010,Attended,2025-07-07 09:00:00,2025-07-07 15:00:00,6.0,3.7800000000000002,4.92
SHF-012203,EMP-0340,SIT-0007,Attended,2025-11-12 15:00:00,2025-11-12 18:00:00,3.0,1.8900000000000001,2.13
SHF-011484,EMP-0439,SIT-0003,Attended,2025-10-13 09:00:00,2025-10-13 13:00:00,4.0,3.56,3.32
SHF-014784,EMP-0023,SIT-0008,Missed,2025-09-06 21:00:00,2025-09-07 05:00:00,8.0,5.36,6.32
SHF-001088,EMP-0020,SIT-0004,Missed,2025-12-21 08:00:00,2025-12-21 14:00:00,6.0,3.7199999999999998,5.5200000000000005
SHF-013163,EMP-0493,SIT-0007,Attended,2025-02-26 16:00:00,2025-02-26 22:00:00,6.0,5.699999999999999,4.5600000000000005
SHF-013581,EMP-0057,SIT-0007,Unplanned,2025-06-23 12:00:00,2025-06-23 17:00:00,5.0,4.4,4.050000000000001
SHF-019562,EMP-0269,SIT-0010,Unplanned,2025-08-30 12:00:00,2025-08-30 16:00:00,4.0,2.6,2.6
SHF-013091,EMP-0262,SIT-0002,Attended,2025-03-18 12:00:00,2025-03-18 17:00:00,5.0,4.5,4.8
SHF-002086,EMP-0353,SIT-0007,Attended,2025-12-22 23:00:00,2025-12-23 02:00:00,3.0,1.98,2.19
SHF-000627,EMP-0364,SIT-0010,Attended,2025-07-03 12:00:00,2025-07-03 18:00:00,6.0,5.64,3.84
SHF-011001,EMP-0031,SIT-0004,Attended,2025-12-04 07:00:00,2025-12-04 12:00:00,5.0,4.25,4.3
SHF-001587,EMP-0346,SIT-0005,Attended,2025-07-22 20:00:00,2025-07-23 04:00:00,8.0,5.76,6.88
