InvoiceId,InvoiceDate,DueDate,PaymentTerms,PaymentDate,PaymentStatus,ClientId,OreType,OreGrade,QuantityTonnes,UnitPrice,InvoiceAmount,CurrencyCode
INV-018281,2025-08-04,2025-09-18,45D,,Overdue,CLI-0004,Iron,Medium,412,92,37904,EUR
INV-014670,2025-04-01,2025-05-01,30D,2025-04-28,Paid,CLI-0002,Gold,Medium,800,65,52000,GBP
INV-015395,2025-01-11,2025-02-25,45D,,Overdue,CLI-0003,Gold,Medium,616,90,55440,EUR
INV-005855,2025-10-28,2025-12-12,45D,,Overdue,CLI-0001,Coal,Low,316,50,15800,EUR
INV-014907,2025-05-02,2025-06-16,45D,2025-06-14,Paid,CLI-0001,Diamond,High,352,73,25696,EUR
INV-017950,2025-08-21,2025-09-20,30D,,Overdue,CLI-0002,Coal,Medium,327,77,25179,GBP
INV-011136,2025-10-12,2025-11-11,30D,2025-11-12,Paid,CLI-0002,Coal,Medium,375,51,19125,AUD
INV-004224,2025-09-13,2025-10-13,30D,,Overdue,CLI-0008,Coal,High,739,60,44340,USD
INV-013639,2025-09-16,2025-10-16,30D,2025-10-26,Paid,CLI-0004,Nickel,Medium,571,79,45109,GBP
INV-008338,2025-08-16,2025-09-30,45D,,Unpaid,CLI-0016,Gold,Low,445,60,26700,CAD
INV-012362,2025-01-22,2025-03-08,45D,,Overdue,CLI-0006,Coal,High,633,83,52539,USD
INV-019428,2025-08-26,2025-09-25,30D,2025-09-22,Paid,CLI-0016,Copper,High,854,77,65758,GBP
INV-016563,2025-03-24,2025-05-08,45D,2025-04-26,Paid,CLI-0001,Nickel,High,94,78,7332,CAD
INV-010997,2025-03-25,2025-04-24,30D,2025-04-01,Paid,CLI-0002,Coal,Medium,167,67,11189,USD
INV-019534,2025-07-07,2025-08-06,30D,,Unpaid,CLI-0001,Coal,Medium,479,50,23950,AUD
INV-014871,2025-04-05,2025-05-05,30D,,Overdue,CLI-0002,Coal,Low,708,68,48144,USD
INV-008142,2025-08-10,2025-09-09,30D,,Overdue,CLI-0002,Coal,Low,460,52,23920,GBP
INV-011504,2025-09-19,2025-10-19,30D,,Overdue,CLI-0002,Silver,High,176,55,9680,CAD
INV-015747,2025-05-20,2025-07-04,45D,2025-05-23,Paid,CLI-0003,Iron,Low,400,89,35600,USD
INV-013445,2025-04-04,2025-05-04,30D,2025-04-20,Paid,CLI-0003,Gold,High,588,78,45864,CAD
INV-000784,2025-08-18,2025-10-02,45D,,Unpaid,CLI-0001,Coal,Low,29,55,1595,AUD
INV-014648,2025-03-02,2025-04-16,45D,,Unpaid,CLI-0002,Coal,High,306,99,30294,CAD
INV-000197,2025-08-14,2025-09-13,30D,2025-09-17,Paid,CLI-0003,Coal,Medium,26,79,2054,USD
INV-018104,2025-06-04,2025-07-04,30D,,Overdue,CLI-0003,Coal,Low,270,82,22140,USD
INV-013267,2025-09-19,2025-11-03,45D,2025-10-15,Paid,CLI-0001,Coal,High,261,54,14094,AUD
INV-014618,2025-08-14,2025-09-28,45D,2025-08-14,Paid,CLI-0003,Manganese,High,892,97,86524,CAD
INV-007340,2025-03-05,2025-04-19,45D,,Unpaid,CLI-0001,Manganese,Low,781,98,76538,EUR
INV-014074,2025-01-11,2025-02-25,45D,,Unpaid,CLI-0003,Manganese,Low,494,92,45448,AUD
INV-007900,2025-08-05,2025-09-04,30D,,Overdue,CLI-0001,Gold,Medium,841,62,52142,USD
INV-008298,2025-09-28,2025-10-28,30D,2025-11-13,Paid,CLI-0003,Coal,High,655,89,58295,CAD
INV-015638,2025-02-04,2025-03-21,45D,,Overdue,CLI-0002,Coal,High,906,54,48924,USD
INV-015568,2025-09-05,2025-10-05,30D,,Unpaid,CLI-0003,Coal,Low,66,85,5610,EUR
INV-004621,2025-04-18,2025-06-02,45D,,Overdue,CLI-0001,Copper,Medium,592,88,52096,GBP
INV-018418,2025-04-08,2025-05-23,45D,,Overdue,CLI-0004,Coal,Medium,215,92,19780,CAD
INV-014448,2025-01-20,2025-03-06,45D,2025-03-10,Paid,CLI-0004,Coal,High,787,92,72404,GBP
INV-009291,2025-05-02,2025-06-01,30D,,Overdue,CLI-0002,Coal,Medium,410,65,26650,USD
INV-011796,2025-08-20,2025-10-04,45D,,Unpaid,CLI-0010,Iron,High,885,66,58410,EUR
INV-015932,2025-09-25,2025-11-09,45D,,Overdue,CLI-0005,Nickel,Low,32,84,2688,AUD
INV-019554,2025-01-24,2025-03-10,45D,,Overdue,CLI-0002,Coal,Medium,91,77,7007,USD
INV-017118,2025-01-22,2025-03-08,45D,,Unpaid,CLI-0002,Coal,High,627,56,35112,EUR
INV-002870,2025-06-09,2025-07-09,30D,,Overdue,CLI-0002,Coal,Medium,833,86,71638,EUR
INV-006148,2025-01-15,2025-02-14,30D,,Overdue,CLI-0011,Iron,High,506,74,37444,CAD
INV-009828,2025-06-13,2025-07-28,45D,,Overdue,CLI-0002,Coal,Medium,127,92,11684,GBP
INV-016968,2025-10-14,2025-11-28,45D,2025-11-15,Paid,CLI-0002,Copper,Low,956,83,79348,USD
INV-004023,2025-07-25,2025-09-08,45D,,Overdue,CLI-0019,Coal,Medium,240,97,23280,AUD
INV-001934,2025-05-30,2025-07-14,45D,,Unpaid,CLI-0011,Coal,High,275,63,17325,EUR
INV-005083,2025-08-03,2025-09-02,30D,,Overdue,CLI-0003,Coal,Medium,553,51,28203,EUR
INV-011234,2025-04-25,2025-05-25,30D,2025-05-13,Paid,CLI-0002,Copper,High,934,68,63512,EUR
INV-001203,2025-01-04,2025-02-03,30D,,Unpaid,CLI-0002,Silver,Medium,16,60,960,EUR
INV-010959,2025-08-27,2025-10-11,45D,2025-09-04,Paid,CLI-0003,Iron,High,707,85,60095,EUR
INV-005255,2025-07-13,2025-08-12,30D,,Unpaid,CLI-0002,Coal,Medium,483,90,43470,USD
INV-015356,2025-04-29,2025-06-13,45D,2025-05-04,Paid,CLI-0016,Iron,Low,232,99,22968,AUD
INV-018918,2025-07-13,2025-08-12,30D,,Unpaid,CLI-0002,Coal,High,824,59,48616,USD
INV-006149,2025-07-30,2025-08-29,30D,,Unpaid,CLI-0003,Coal,High,264,77,20328,CAD
INV-013484,2025-08-09,2025-09-08,30D,,Overdue,CLI-0003,Gold,High,403,71,28613,AUD
INV-016257,2025-01-22,2025-02-21,30D,,Overdue,CLI-0003,Coal,Low,760,90,68400,GBP
INV-006294,2025-07-27,2025-09-10,45D,2025-08-25,Paid,CLI-0004,Coal,High,89,73,6497,GBP
INV-005490,2025-06-18,2025-08-02,45D,,Overdue,CLI-0002,Coal,Low,947,62,58714,GBP
INV-012809,2025-02-09,2025-03-11,30D,,Overdue,CLI-0003,Coal,Medium,50,68,3400,EUR
INV-001545,2025-07-14,2025-08-28,45D,2025-08-27,Paid,CLI-0002,Nickel,High,284,57,16188,EUR
INV-011108,2025-06-02,2025-07-17,45D,,Unpaid,CLI-0002,Coal,Medium,550,94,51700,USD
INV-017070,2025-04-24,2025-06-08,45D,,Unpaid,CLI-0001,Coal,High,241,81,19521,CAD
INV-018097,2025-06-18,2025-08-02,45D,,Unpaid,CLI-0003,Iron,High,1000,55,55000,AUD
INV-010750,2025-02-09,2025-03-11,30D,2025-02-19,Paid,CLI-0001,Silver,Medium,323,97,31331,GBP
INV-006004,2025-04-12,2025-05-12,30D,,Unpaid,CLI-0004,Gold,High,70,79,5530,USD
INV-017014,2025-07-17,2025-08-16,30D,,Unpaid,CLI-0002,Coal,High,45,64,2880,USD
INV-017786,2025-06-16,2025-07-16,30D,2025-07-31,Paid,CLI-0004,Coal,Medium,498,93,46314,AUD
INV-014223,2025-03-22,2025-05-06,45D,,Unpaid,CLI-0020,Coal,Medium,659,81,53379,USD
INV-004986,2025-09-03,2025-10-18,45D,,Unpaid,CLI-0004,Gold,Medium,333,95,31635,EUR
INV-016170,2025-07-15,2025-08-14,30D,,Overdue,CLI-0001,Coal,Low,35,66,2310,AUD
INV-006992,2025-09-08,2025-10-08,30D,,Overdue,CLI-0002,Iron,Low,625,54,33750,GBP
INV-014464,2025-08-31,2025-09-30,30D,,Unpaid,CLI-0001,Coal,High,523,70,36610,GBP
INV-001079,2025-09-29,2025-10-29,30D,,Unpaid,CLI-0002,Coal,Medium,456,58,26448,GBP
INV-007962,2025-10-22,2025-12-06,45D,,Unpaid,CLI-0016,Iron,Medium,330,74,24420,EUR
INV-015983,2025-08-14,2025-09-13,30D,,Overdue,CLI-0002,Coal,High,624,91,56784,GBP
INV-010410,2025-03-04,2025-04-18,45D,,Overdue,CLI-0012,Gold,High,690,97,66930,CAD
INV-006436,2025-04-26,2025-05-26,30D,,Overdue,CLI-0002,Copper,Low,977,77,75229,USD
INV-000017,2025-06-23,2025-08-07,45D,,Unpaid,CLI-0003,Manganese,Low,114,50,5700,AUD
INV-001427,2025-01-07,2025-02-06,30D,2025-02-12,Paid,CLI-0003,Coal,Low,558,67,37386,CAD
INV-019518,2025-04-05,2025-05-20,45D,,Unpaid,CLI-0002,Coal,Medium,255,86,21930,USD
INV-018437,2025-02-07,2025-03-09,30D,,Overdue,CLI-0002,Coal,High,485,82,39770,EUR
INV-019375,2025-06-04,2025-07-19,45D,,Overdue,CLI-0002,Coal,Medium,300,78,23400,CAD
INV-014524,2025-03-25,2025-04-24,30D,,Overdue,CLI-0004,Gold,Medium,360,95,34200,GBP
INV-018124,2025-07-09,2025-08-23,45D,,Overdue,CLI-0002,Nickel,Low,751,86,64586,USD
INV-019940,2025-06-23,2025-08-07,45D,,Overdue,CLI-0001,Coal,High,962,92,88504,USD
INV-016900,2025-06-22,2025-07-22,30D,,Unpaid,CLI-0004,Iron,Medium,600,93,55800,USD
INV-013944,2025-10-08,2025-11-22,45D,,Overdue,CLI-0013,Coal,High,504,97,48888,CAD
INV-009385,2025-04-10,2025-05-25,45D,2025-04-30,Paid,CLI-0001,Iron,High,427,58,24766,EUR
INV-011081,2025-09-27,2025-11-11,45D,,Overdue,CLI-0003,Copper,Low,201,86,17286,CAD
INV-016169,2025-04-03,2025-05-18,45D,2025-05-09,Paid,CLI-0002,Copper,Medium,97,65,6305,CAD
INV-006297,2025-01-17,2025-03-03,45D,,Unpaid,CLI-0003,Silver,Medium,550,71,39050,GBP
INV-005349,2025-09-04,2025-10-04,30D,,Unpaid,CLI-0004,Iron,High,871,68,59228,USD
INV-012211,2025-07-03,2025-08-02,30D,,Overdue,CLI-0002,Coal,Low,450,92,41400,USD
INV-011683,2025-02-28,2025-04-14,45D,,Overdue,CLI-0002,Coal,High,356,51,18156,GBP
INV-014358,2025-03-07,2025-04-06,30D,,Unpaid,CLI-0002,Coal,Low,952,53,50456,EUR
INV-012807,2025-09-05,2025-10-05,30D,,Overdue,CLI-0001,Coal,Low,789,50,39450,GBP
INV-014382,2025-09-13,2025-10-13,30D,2025-10-06,Paid,CLI-0002,Coal,Medium,866,72,62352,AUD
INV-010405,2025-09-16,2025-10-16,30D,,Unpaid,CLI-0013,Manganese,Medium,222,89,19758,AUD
INV-015355,2025-07-05,2025-08-19,45D,,Unpaid,CLI-0001,Silver,Low,781,71,55451,CAD
INV-002207,2025-03-05,2025-04-04,30D,,Overdue,CLI-0001,Coal,High,613,51,31263,CAD
INV-004804,2025-10-17,2025-12-01,45D,,Unpaid,CLI-0002,Iron,High,668,72,48096,CAD
INV-007202,2025-02-14,2025-03-31,45D,2025-03-07,Paid,CLI-0002,Iron,High,197,59,11623,AUD
INV-003713,2025-09-04,2025-10-04,30D,2025-10-15,Paid,CLI-0002,Coal,Medium,807,96,77472,EUR
INV-005105,2025-03-30,2025-04-29,30D,,Overdue,CLI-0002,Silver,Low,714,71,50694,GBP
INV-012913,2025-06-21,2025-08-05,45D,2025-07-11,Paid,CLI-0009,Nickel,High,779,90,70110,EUR
INV-015201,2025-05-02,2025-06-01,30D,,Unpaid,CLI-0014,Gold,Low,581,54,31374,AUD
INV-019907,2025-04-14,2025-05-29,45D,,Unpaid,CLI-0003,Silver,High,658,64,42112,GBP
INV-006882,2025-02-19,2025-03-21,30D,,Unpaid,CLI-0001,Gold,Low,874,70,61180,CAD
INV-012055,2025-03-07,2025-04-21,45D,2025-04-02,Paid,CLI-0007,Coal,High,477,82,39114,GBP
INV-001528,2025-07-19,2025-09-02,45D,2025-07-20,Paid,CLI-0003,Iron,Medium,626,80,50080,GBP
INV-000698,2025-02-27,2025-04-13,45D,2025-03-16,Paid,CLI-0003,Silver,Low,732,64,46848,EUR
INV-013309,2025-05-08,2025-06-07,30D,2025-06-27,Paid,CLI-0003,Diamond,Medium,865,70,60550,CAD
INV-006794,2025-10-24,2025-11-23,30D,,Unpaid,CLI-0003,Diamond,Low,473,80,37840,USD
INV-018110,2025-05-29,2025-06-28,30D,,Overdue,CLI-0001,Iron,Medium,434,89,38626,USD
INV-013512,2025-01-09,2025-02-08,30D,,Unpaid,CLI-0004,Nickel,Medium,928,59,54752,GBP
INV-013481,2025-04-07,2025-05-22,45D,,Unpaid,CLI-0002,Nickel,High,340,75,25500,AUD
INV-017723,2025-07-14,2025-08-13,30D,,Unpaid,CLI-0001,Coal,High,916,97,88852,GBP
INV-006897,2025-06-21,2025-08-05,45D,,Overdue,CLI-0002,Coal,High,635,79,50165,GBP
INV-000136,2025-07-07,2025-08-06,30D,2025-08-19,Paid,CLI-0003,Gold,Low,231,84,19404,EUR
INV-004469,2025-08-26,2025-10-10,45D,,Overdue,CLI-0001,Coal,Low,984,51,50184,EUR
INV-017395,2025-08-15,2025-09-14,30D,2025-09-20,Paid,CLI-0004,Nickel,High,940,58,54520,GBP
INV-016047,2025-02-14,2025-03-31,45D,2025-03-15,Paid,CLI-0004,Coal,Medium,350,53,18550,AUD
INV-010114,2025-06-07,2025-07-07,30D,,Overdue,CLI-0003,Diamond,Low,152,81,12312,GBP
INV-012457,2025-02-02,2025-03-19,45D,,Overdue,CLI-0002,Manganese,Medium,566,87,49242,CAD
INV-017824,2025-07-31,2025-09-14,45D,2025-08-23,Paid,CLI-0004,Iron,Low,533,80,42640,AUD
INV-017604,2025-06-06,2025-07-06,30D,,Unpaid,CLI-0003,Diamond,Low,897,69,61893,EUR
INV-002165,2025-08-15,2025-09-29,45D,,Overdue,CLI-0002,Coal,High,350,98,34300,EUR
INV-002566,2025-02-21,2025-04-07,45D,,Unpaid,CLI-0003,Coal,High,642,59,37878,EUR
INV-016147,2025-04-21,2025-06-05,45D,,Unpaid,CLI-0002,Coal,Low,664,79,52456,AUD
INV-000502,2025-10-07,2025-11-06,30D,2025-10-27,Paid,CLI-0010,Silver,High,580,74,42920,AUD
INV-006684,2025-07-06,2025-08-20,45D,,Overdue,CLI-0001,Coal,Low,70,71,4970,CAD
INV-013742,2025-08-15,2025-09-29,45D,,Unpaid,CLI-0002,Copper,Medium,649,87,56463,GBP
INV-011797,2025-04-21,2025-06-05,45D,,Overdue,CLI-0002,Coal,Medium,802,81,64962,AUD
INV-010227,2025-07-06,2025-08-05,30D,,Unpaid,CLI-0002,Iron,Medium,823,99,81477,USD
INV-002744,2025-09-16,2025-10-16,30D,,Unpaid,CLI-0003,Gold,Medium,518,62,32116,EUR
INV-000762,2025-05-17,2025-06-16,30D,,Overdue,CLI-0002,Coal,Medium,622,53,32966,EUR
INV-007836,2025-01-12,2025-02-11,30D,,Overdue,CLI-0001,Coal,High,239,63,15057,CAD
INV-000914,2025-04-04,2025-05-19,45D,,Unpaid,CLI-0002,Coal,Medium,567,89,50463,CAD
INV-016799,2025-09-21,2025-10-21,30D,,Overdue,CLI-0003,Copper,Medium,801,55,44055,EUR
INV-018274,2025-05-12,2025-06-26,45D,,Overdue,CLI-0003,Coal,Medium,794,85,67490,USD
INV-005026,2025-04-15,2025-05-30,45D,,Overdue,CLI-0003,Coal,Low,119,62,7378,AUD
INV-015262,2025-06-19,2025-07-19,30D,2025-06-22,Paid,CLI-0002,Copper,Medium,562,58,32596,CAD
INV-008468,2025-10-15,2025-11-29,45D,,Unpaid,CLI-0002,Coal,Medium,164,72,11808,USD
INV-003611,2025-07-04,2025-08-18,45D,,Unpaid,CLI-0001,Coal,Medium,408,74,30192,AUD
INV-014653,2025-03-05,2025-04-19,45D,2025-03-27,Paid,CLI-0002,Coal,Low,48,61,2928,AUD
INV-009125,2025-10-01,2025-11-15,45D,,Overdue,CLI-0003,Coal,Low,561,81,45441,CAD
INV-007194,2025-02-26,2025-03-28,30D,,Unpaid,CLI-0003,Manganese,Low,149,61,9089,USD
INV-012541,2025-08-03,2025-09-17,45D,,Unpaid,CLI-0002,Coal,Low,66,62,4092,EUR
INV-012585,2025-07-31,2025-08-30,30D,,Overdue,CLI-0001,Gold,High,632,58,36656,USD
INV-016608,2025-01-28,2025-03-14,45D,,Unpaid,CLI-0002,Coal,Low,724,81,58644,USD
INV-011134,2025-07-24,2025-08-23,30D,2025-08-07,Paid,CLI-0003,Coal,Low,679,84,57036,CAD
INV-018773,2025-10-20,2025-12-04,45D,2025-11-23,Paid,CLI-0001,Nickel,Medium,796,69,54924,CAD
INV-008647,2025-08-22,2025-10-06,45D,,Unpaid,CLI-0004,Copper,Low,797,92,73324,AUD
INV-002916,2025-04-17,2025-06-01,45D,2025-04-22,Paid,CLI-0001,Silver,Low,960,75,72000,AUD
INV-001443,2025-07-31,2025-09-14,45D,,Overdue,CLI-0004,Manganese,Low,637,53,33761,AUD
INV-005073,2025-10-04,2025-11-03,30D,2025-10-15,Paid,CLI-0001,Coal,High,139,76,10564,CAD
INV-010340,2025-06-24,2025-08-08,45D,,Overdue,CLI-0002,Coal,High,401,97,38897,GBP
INV-015894,2025-09-09,2025-10-24,45D,,Overdue,CLI-0002,Silver,Low,797,75,59775,GBP
INV-002075,2025-04-27,2025-06-11,45D,2025-05-30,Paid,CLI-0003,Coal,Low,817,74,60458,AUD
INV-017280,2025-08-10,2025-09-24,45D,,Unpaid,CLI-0002,Coal,Medium,634,67,42478,GBP
INV-015711,2025-07-22,2025-09-05,45D,,Unpaid,CLI-0002,Copper,High,409,60,24540,GBP
INV-014245,2025-05-04,2025-06-03,30D,2025-05-14,Paid,CLI-0003,Iron,Low,55,90,4950,USD
INV-010468,2025-01-25,2025-03-11,45D,,Unpaid,CLI-0003,Coal,Low,550,62,34100,USD
INV-012634,2025-08-02,2025-09-16,45D,2025-09-21,Paid,CLI-0003,Coal,High,365,98,35770,USD
INV-000796,2025-05-07,2025-06-06,30D,2025-06-07,Paid,CLI-0008,Coal,Low,970,100,97000,AUD
INV-003821,2025-02-15,2025-04-01,45D,,Overdue,CLI-0002,Coal,Low,140,83,11620,GBP
INV-014230,2025-06-14,2025-07-14,30D,,Overdue,CLI-0001,Coal,Medium,308,53,16324,USD
INV-004378,2025-03-18,2025-05-02,45D,,Unpaid,CLI-0002,Coal,Low,981,59,57879,CAD
INV-004645,2025-10-19,2025-11-18,30D,,Unpaid,CLI-0004,Coal,Medium,937,55,51535,USD
INV-001020,2025-04-22,2025-06-06,45D,2025-05-18,Paid,CLI-0004,Coal,Low,223,76,16948,GBP
INV-019610,2025-07-20,2025-09-03,45D,,Unpaid,CLI-0003,Copper,High,75,98,7350,AUD
INV-014083,2025-03-05,2025-04-04,30D,,Unpaid,CLI-0003,Nickel,Low,853,89,75917,AUD
INV-008123,2025-10-19,2025-11-18,30D,,Overdue,CLI-0003,Nickel,Low,128,61,7808,GBP
INV-001042,2025-03-31,2025-05-15,45D,,Unpaid,CLI-0016,Coal,Low,1000,62,62000,GBP
INV-008913,2025-07-26,2025-09-09,45D,,Unpaid,CLI-0002,Copper,Low,58,98,5684,CAD
INV-008657,2025-07-17,2025-08-31,45D,2025-08-24,Paid,CLI-0002,Gold,Medium,183,77,14091,USD
INV-012593,2025-04-16,2025-05-16,30D,,Unpaid,CLI-0003,Coal,High,995,78,77610,GBP
INV-003783,2025-03-23,2025-05-07,45D,2025-04-27,Paid,CLI-0004,Copper,High,397,81,32157,CAD
INV-011267,2025-02-26,2025-03-28,30D,2025-03-10,Paid,CLI-0007,Coal,Low,821,65,53365,AUD
INV-009557,2025-06-05,2025-07-05,30D,2025-07-10,Paid,CLI-0001,Iron,Medium,956,82,78392,GBP
INV-012247,2025-09-22,2025-10-22,30D,2025-11-05,Paid,CLI-0001,Coal,Medium,937,65,60905,CAD
INV-006211,2025-06-05,2025-07-20,45D,2025-06-15,Paid,CLI-0002,Copper,Medium,554,75,41550,USD
INV-017752,2025-04-18,2025-05-18,30D,,Overdue,CLI-0003,Copper,High,686,92,63112,EUR
INV-017758,2025-02-08,2025-03-10,30D,2025-02-12,Paid,CLI-0001,Iron,High,494,72,35568,USD
INV-001954,2025-04-06,2025-05-06,30D,,Unpaid,CLI-0002,Coal,High,473,80,37840,USD
INV-011101,2025-06-06,2025-07-06,30D,,Overdue,CLI-0004,Copper,High,523,64,33472,EUR
INV-016889,2025-01-27,2025-03-13,45D,2025-01-28,Paid,CLI-0009,Coal,High,35,69,2415,EUR
INV-000458,2025-04-29,2025-06-13,45D,,Overdue,CLI-0002,Silver,Medium,245,73,17885,CAD
INV-005290,2025-01-29,2025-02-28,30D,2025-03-17,Paid,CLI-0003,Coal,High,237,53,12561,GBP
INV-016236,2025-06-15,2025-07-30,45D,,Unpaid,CLI-0001,Copper,High,785,62,48670,GBP
INV-000720,2025-01-19,2025-02-18,30D,,Overdue,CLI-0002,Coal,Low,247,59,14573,USD
INV-008450,2025-02-15,2025-04-01,45D,,Overdue,CLI-0002,Coal,High,108,86,9288,CAD
INV-010866,2025-09-28,2025-10-28,30D,,Overdue,CLI-0014,Coal,Medium,238,65,15470,EUR
INV-004512,2025-05-23,2025-06-22,30D,,Overdue,CLI-0002,Coal,Medium,418,76,31768,GBP
INV-011274,2025-10-30,2025-11-29,30D,,Overdue,CLI-0002,Coal,Low,683,64,43712,CAD
INV-003255,2025-05-07,2025-06-06,30D,,Unpaid,CLI-0003,Iron,Low,641,65,41665,AUD
INV-013686,2025-01-04,2025-02-03,30D,,Unpaid,CLI-0001,Copper,High,280,76,21280,GBP
INV-002218,2025-01-19,2025-03-05,45D,,Unpaid,CLI-0004,Coal,Medium,555,87,48285,CAD
INV-008242,2025-04-30,2025-05-30,30D,2025-05-30,Paid,CLI-0003,Silver,Low,543,82,44526,CAD
INV-003415,2025-10-07,2025-11-21,45D,,Unpaid,CLI-0001,Coal,Low,163,98,15974,AUD
INV-017063,2025-01-08,2025-02-22,45D,2025-01-20,Paid,CLI-0015,Coal,Medium,223,91,20293,AUD
INV-002461,2025-02-28,2025-03-30,30D,2025-03-25,Paid,CLI-0004,Coal,High,846,72,60912,EUR
INV-004203,2025-01-19,2025-03-05,45D,2025-02-21,Paid,CLI-0004,Coal,High,276,61,16836,AUD
INV-015902,2025-09-16,2025-10-31,45D,,Unpaid,CLI-0002,Iron,Medium,539,82,44198,AUD
INV-001136,2025-05-05,2025-06-19,45D,,Overdue,CLI-0004,Coal,Low,783,98,76734,USD
INV-018192,2025-01-21,2025-03-07,45D,,Overdue,CLI-0004,Coal,Medium,669,100,66900,CAD
INV-007321,2025-03-21,2025-04-20,30D,,Overdue,CLI-0017,Gold,Medium,19,72,1368,CAD
INV-011382,2025-08-13,2025-09-12,30D,2025-09-11,Paid,CLI-0004,Iron,Low,489,55,26895,EUR
INV-003173,2025-07-31,2025-09-14,45D,,Overdue,CLI-0002,Copper,Low,970,70,67900,GBP
INV-007110,2025-05-20,2025-07-04,45D,,Overdue,CLI-0004,Coal,Medium,402,100,40200,EUR
INV-005807,2025-10-07,2025-11-06,30D,,Overdue,CLI-0002,Coal,Low,356,77,27412,AUD
INV-007542,2025-09-01,2025-10-01,30D,,Overdue,CLI-0004,Iron,Low,352,88,30976,CAD
INV-013076,2025-01-13,2025-02-12,30D,,Unpaid,CLI-0001,Coal,High,704,98,68992,AUD
INV-006600,2025-09-23,2025-10-23,30D,,Unpaid,CLI-0001,Coal,High,614,99,60786,CAD
INV-014385,2025-08-31,2025-10-15,45D,,Overdue,CLI-0004,Iron,High,50,96,4800,GBP
INV-011417,2025-08-15,2025-09-29,45D,,Overdue,CLI-0004,Iron,Low,449,55,24695,CAD
INV-005177,2025-09-03,2025-10-03,30D,2025-10-20,Paid,CLI-0001,Coal,Low,82,86,7052,USD
INV-008821,2025-06-22,2025-07-22,30D,2025-07-20,Paid,CLI-0019,Coal,Low,567,70,39690,AUD
INV-011421,2025-05-23,2025-06-22,30D,,Unpaid,CLI-0001,Iron,Medium,726,97,70422,USD
INV-006580,2025-03-14,2025-04-13,30D,2025-04-04,Paid,CLI-0003,Copper,Low,777,53,41181,GBP
INV-007081,2025-01-05,2025-02-19,45D,,Overdue,CLI-0001,Coal,High,363,61,22143,CAD
INV-018009,2025-10-28,2025-12-12,45D,2025-12-04,Paid,CLI-0003,Coal,Low,995,67,66665,AUD
INV-010281,2025-05-27,2025-06-26,30D,,Overdue,CLI-0003,Iron,Medium,948,77,72996,AUD
INV-004210,2025-09-27,2025-11-11,45D,,Overdue,CLI-0004,Coal,Medium,122,83,10126,EUR
INV-009071,2025-10-29,2025-11-28,30D,,Unpaid,CLI-0001,Coal,High,889,69,61341,USD
INV-000015,2025-08-03,2025-09-02,30D,2025-08-03,Paid,CLI-0002,Iron,High,383,74,28342,GBP
INV-002729,2025-09-07,2025-10-07,30D,2025-09-28,Paid,CLI-0001,Silver,High,219,56,12264,AUD
INV-010751,2025-08-17,2025-09-16,30D,,Overdue,CLI-0003,Coal,High,333,50,16650,USD
INV-010105,2025-05-21,2025-07-05,45D,2025-05-24,Paid,CLI-0001,Coal,Medium,217,90,19530,GBP
INV-010593,2025-09-11,2025-10-26,45D,2025-10-26,Paid,CLI-0001,Coal,Medium,145,68,9860,EUR
INV-001151,2025-03-31,2025-04-30,30D,,Overdue,CLI-0002,Coal,Medium,514,50,25700,GBP
INV-002772,2025-03-21,2025-04-20,30D,,Overdue,CLI-0010,Coal,High,783,88,68904,EUR
INV-000463,2025-03-17,2025-05-01,45D,2025-03-31,Paid,CLI-0001,Gold,High,168,53,8904,EUR
INV-009582,2025-01-18,2025-02-17,30D,,Overdue,CLI-0001,Coal,High,55,82,4510,AUD
INV-003758,2025-01-02,2025-02-16,45D,2025-02-10,Paid,CLI-0002,Nickel,Low,146,54,7884,GBP
INV-005456,2025-05-17,2025-07-01,45D,2025-06-05,Paid,CLI-0001,Coal,Low,724,52,37648,CAD
INV-009022,2025-02-25,2025-04-11,45D,2025-03-14,Paid,CLI-0002,Coal,Medium,495,54,26730,CAD
INV-017937,2025-01-18,2025-03-04,45D,,Unpaid,CLI-0003,Nickel,Low,169,74,12506,CAD
INV-016801,2025-03-29,2025-04-28,30D,,Unpaid,CLI-0001,Coal,Low,851,57,48507,GBP
INV-011350,2025-07-12,2025-08-26,45D,,Overdue,CLI-0012,Coal,Low,464,91,42224,GBP
INV-019313,2025-07-15,2025-08-14,30D,,Overdue,CLI-0014,Gold,Medium,731,54,39474,EUR
INV-002914,2025-09-24,2025-11-08,45D,,Unpaid,CLI-0011,Gold,Medium,839,75,62925,CAD
INV-013587,2025-04-26,2025-06-10,45D,,Overdue,CLI-0017,Coal,Medium,132,57,7524,USD
INV-016474,2025-02-09,2025-03-11,30D,2025-03-15,Paid,CLI-0008,Coal,Medium,73,56,4088,GBP
INV-017430,2025-07-16,2025-08-30,45D,,Overdue,CLI-0004,Coal,Low,186,66,12276,CAD
INV-013408,2025-06-20,2025-07-20,30D,2025-07-31,Paid,CLI-0003,Silver,High,729,77,56133,AUD
INV-004021,2025-01-18,2025-02-17,30D,2025-02-02,Paid,CLI-0002,Nickel,Medium,440,92,40480,USD
INV-002634,2025-07-02,2025-08-16,45D,2025-07-18,Paid,CLI-0004,Coal,High,822,77,63294,USD
INV-015171,2025-02-03,2025-03-05,30D,,Unpaid,CLI-0001,Coal,Medium,875,97,84875,AUD
