Date,Year,YearLabel,YearLabelShort,QuarterNumber,QuarterLabel,QuarterLabelShort,QuarterYearLabel,MonthNumber,MonthName,MonthNameShort,MonthYearLabel,WeekStart,WeekStartLabel,WeekStartNumber,WeekEnd,WeekEndLabel,WeekEndNumber,DayOfYearNumber,DayOfMonthNumber,WeekdayNumberMonSun,WeekdayNumberSunMon,DateLabel,WeekdayName,WeekdayNameShort,FinYear,FinYearLabel,FinYearLabelShort,FinQuarterNumber,FinQuarterLabel,FinQuarterLabelShort,FinQuarterYearLabel,FinMonthNumber,QuarterKey,MonthKey,WeekStartKey,WeekEndKey,DateKey,FinQuarterKey,FinMonthKey,IsCurrentYear,IsCurrentMonth,IsCurrentWeek,IsCurrentFinYear,IsWeekend,IsToday,IsTomorrow,IsYesterday
2018-02-26 00:00:00.000,2018,"CY 2018","CY 18",1,"Quarter 1","Q1","Q1, CY 18",2,"February","Feb","Feb-18",2018-02-26 00:00:00.000,"26-Feb-18",9,2018-03-04 00:00:00.000,"4-Mar-18",9,57,26,1,2,"26-Feb-18","Monday","Mon",2018,"FY 2018","FY 18",3,"Quarter 3","Q3","Q3, FY 18",8,"201801","201802","20180226","20180304","20180226","201803","201808","N","N","N","N","N","N","N","N"
2018-03-05 00:00:00.000,2018,"CY 2018","CY 18",1,"Quarter 1","Q1","Q1, CY 18",3,"March","Mar","Mar-18",2018-03-05 00:00:00.000,"5-Mar-18",10,2018-03-11 00:00:00.000,"11-Mar-18",10,64,5,1,2,"5-Mar-18","Monday","Mon",2018,"FY 2018","FY 18",3,"Quarter 3","Q3","Q3, FY 18",9,"201801","201803","20180305","20180311","20180305","201803","201809","N","N","N","N","N","N","N","N"
2018-03-12 00:00:00.000,2018,"CY 2018","CY 18",1,"Quarter 1","Q1","Q1, CY 18",3,"March","Mar","Mar-18",2018-03-12 00:00:00.000,"12-Mar-18",11,2018-03-18 00:00:00.000,"18-Mar-18",11,71,12,1,2,"12-Mar-18","Monday","Mon",2018,"FY 2018","FY 18",3,"Quarter 3","Q3","Q3, FY 18",9,"201801","201803","20180312","20180318","20180312","201803","201809","N","N","N","N","N","N","N","N"
2018-03-19 00:00:00.000,2018,"CY 2018","CY 18",1,"Quarter 1","Q1","Q1, CY 18",3,"March","Mar","Mar-18",2018-03-19 00:00:00.000,"19-Mar-18",12,2018-03-25 00:00:00.000,"25-Mar-18",12,78,19,1,2,"19-Mar-18","Monday","Mon",2018,"FY 2018","FY 18",3,"Quarter 3","Q3","Q3, FY 18",9,"201801","201803","20180319","20180325","20180319","201803","201809","N","N","N","N","N","N","N","N"
2018-03-26 00:00:00.000,2018,"CY 2018","CY 18",1,"Quarter 1","Q1","Q1, CY 18",3,"March","Mar","Mar-18",2018-03-26 00:00:00.000,"26-Mar-18",13,2018-04-01 00:00:00.000,"1-Apr-18",13,85,26,1,2,"26-Mar-18","Monday","Mon",2018,"FY 2018","FY 18",3,"Quarter 3","Q3","Q3, FY 18",9,"201801","201803","20180326","20180401","20180326","201803","201809","N","N","N","N","N","N","N","N"
2018-04-02 00:00:00.000,2018,"CY 2018","CY 18",2,"Quarter 2","Q2","Q2, CY 18",4,"April","Apr","Apr-18",2018-04-02 00:00:00.000,"2-Apr-18",14,2018-04-08 00:00:00.000,"8-Apr-18",14,92,2,1,2,"2-Apr-18","Monday","Mon",2018,"FY 2018","FY 18",4,"Quarter 4","Q4","Q4, FY 18",10,"201802","201804","20180402","20180408","20180402","201804","201810","N","N","N","N","N","N","N","N"
2018-04-09 00:00:00.000,2018,"CY 2018","CY 18",2,"Quarter 2","Q2","Q2, CY 18",4,"April","Apr","Apr-18",2018-04-09 00:00:00.000,"9-Apr-18",15,2018-04-15 00:00:00.000,"15-Apr-18",15,99,9,1,2,"9-Apr-18","Monday","Mon",2018,"FY 2018","FY 18",4,"Quarter 4","Q4","Q4, FY 18",10,"201802","201804","20180409","20180415","20180409","201804","201810","N","N","N","N","N","N","N","N"
2018-04-16 00:00:00.000,2018,"CY 2018","CY 18",2,"Quarter 2","Q2","Q2, CY 18",4,"April","Apr","Apr-18",2018-04-16 00:00:00.000,"16-Apr-18",16,2018-04-22 00:00:00.000,"22-Apr-18",16,106,16,1,2,"16-Apr-18","Monday","Mon",2018,"FY 2018","FY 18",4,"Quarter 4","Q4","Q4, FY 18",10,"201802","201804","20180416","20180422","20180416","201804","201810","N","N","N","N","N","N","N","N"
2018-04-23 00:00:00.000,2018,"CY 2018","CY 18",2,"Quarter 2","Q2","Q2, CY 18",4,"April","Apr","Apr-18",2018-04-23 00:00:00.000,"23-Apr-18",17,2018-04-29 00:00:00.000,"29-Apr-18",17,113,23,1,2,"23-Apr-18","Monday","Mon",2018,"FY 2018","FY 18",4,"Quarter 4","Q4","Q4, FY 18",10,"201802","201804","20180423","20180429","20180423","201804","201810","N","N","N","N","N","N","N","N"
2018-04-30 00:00:00.000,2018,"CY 2018","CY 18",2,"Quarter 2","Q2","Q2, CY 18",4,"April","Apr","Apr-18",2018-04-30 00:00:00.000,"30-Apr-18",18,2018-05-06 00:00:00.000,"6-May-18",18,120,30,1,2,"30-Apr-18","Monday","Mon",2018,"FY 2018","FY 18",4,"Quarter 4","Q4","Q4, FY 18",10,"201802","201804","20180430","20180506","20180430","201804","201810","N","N","N","N","N","N","N","N"
2018-05-07 00:00:00.000,2018,"CY 2018","CY 18",2,"Quarter 2","Q2","Q2, CY 18",5,"May","May","May-18",2018-05-07 00:00:00.000,"7-May-18",19,2018-05-13 00:00:00.000,"13-May-18",19,127,7,1,2,"7-May-18","Monday","Mon",2018,"FY 2018","FY 18",4,"Quarter 4","Q4","Q4, FY 18",11,"201802","201805","20180507","20180513","20180507","201804","201811","N","N","N","N","N","N","N","N"
2018-05-14 00:00:00.000,2018,"CY 2018","CY 18",2,"Quarter 2","Q2","Q2, CY 18",5,"May","May","May-18",2018-05-14 00:00:00.000,"14-May-18",20,2018-05-20 00:00:00.000,"20-May-18",20,134,14,1,2,"14-May-18","Monday","Mon",2018,"FY 2018","FY 18",4,"Quarter 4","Q4","Q4, FY 18",11,"201802","201805","20180514","20180520","20180514","201804","201811","N","N","N","N","N","N","N","N"
2018-05-21 00:00:00.000,2018,"CY 2018","CY 18",2,"Quarter 2","Q2","Q2, CY 18",5,"May","May","May-18",2018-05-21 00:00:00.000,"21-May-18",21,2018-05-27 00:00:00.000,"27-May-18",21,141,21,1,2,"21-May-18","Monday","Mon",2018,"FY 2018","FY 18",4,"Quarter 4","Q4","Q4, FY 18",11,"201802","201805","20180521","20180527","20180521","201804","201811","N","N","N","N","N","N","N","N"
2018-05-28 00:00:00.000,2018,"CY 2018","CY 18",2,"Quarter 2","Q2","Q2, CY 18",5,"May","May","May-18",2018-05-28 00:00:00.000,"28-May-18",22,2018-06-03 00:00:00.000,"3-Jun-18",22,148,28,1,2,"28-May-18","Monday","Mon",2018,"FY 2018","FY 18",4,"Quarter 4","Q4","Q4, FY 18",11,"201802","201805","20180528","20180603","20180528","201804","201811","N","N","N","N","N","N","N","N"
2018-06-04 00:00:00.000,2018,"CY 2018","CY 18",2,"Quarter 2","Q2","Q2, CY 18",6,"June","Jun","Jun-18",2018-06-04 00:00:00.000,"4-Jun-18",23,2018-06-10 00:00:00.000,"10-Jun-18",23,155,4,1,2,"4-Jun-18","Monday","Mon",2018,"FY 2018","FY 18",4,"Quarter 4","Q4","Q4, FY 18",12,"201802","201806","20180604","20180610","20180604","201804","201812","N","N","N","N","N","N","N","N"
2018-06-11 00:00:00.000,2018,"CY 2018","CY 18",2,"Quarter 2","Q2","Q2, CY 18",6,"June","Jun","Jun-18",2018-06-11 00:00:00.000,"11-Jun-18",24,2018-06-17 00:00:00.000,"17-Jun-18",24,162,11,1,2,"11-Jun-18","Monday","Mon",2018,"FY 2018","FY 18",4,"Quarter 4","Q4","Q4, FY 18",12,"201802","201806","20180611","20180617","20180611","201804","201812","N","N","N","N","N","N","N","N"
2018-06-18 00:00:00.000,2018,"CY 2018","CY 18",2,"Quarter 2","Q2","Q2, CY 18",6,"June","Jun","Jun-18",2018-06-18 00:00:00.000,"18-Jun-18",25,2018-06-24 00:00:00.000,"24-Jun-18",25,169,18,1,2,"18-Jun-18","Monday","Mon",2018,"FY 2018","FY 18",4,"Quarter 4","Q4","Q4, FY 18",12,"201802","201806","20180618","20180624","20180618","201804","201812","N","N","N","N","N","N","N","N"
2018-06-25 00:00:00.000,2018,"CY 2018","CY 18",2,"Quarter 2","Q2","Q2, CY 18",6,"June","Jun","Jun-18",2018-06-25 00:00:00.000,"25-Jun-18",26,2018-07-01 00:00:00.000,"1-Jul-18",26,176,25,1,2,"25-Jun-18","Monday","Mon",2018,"FY 2018","FY 18",4,"Quarter 4","Q4","Q4, FY 18",12,"201802","201806","20180625","20180701","20180625","201804","201812","N","N","N","N","N","N","N","N"
2019-01-07 00:00:00.000,2019,"CY 2019","CY 19",1,"Quarter 1","Q1","Q1, CY 19",1,"January","Jan","Jan-19",2019-01-07 00:00:00.000,"7-Jan-19",2,2019-01-13 00:00:00.000,"13-Jan-19",2,7,7,1,2,"7-Jan-19","Monday","Mon",2019,"FY 2019","FY 19",3,"Quarter 3","Q3","Q3, FY 19",7,"201901","201901","20190107","20190113","20190107","201903","201907","N","N","N","N","N","N","N","N"
2019-01-14 00:00:00.000,2019,"CY 2019","CY 19",1,"Quarter 1","Q1","Q1, CY 19",1,"January","Jan","Jan-19",2019-01-14 00:00:00.000,"14-Jan-19",3,2019-01-20 00:00:00.000,"20-Jan-19",3,14,14,1,2,"14-Jan-19","Monday","Mon",2019,"FY 2019","FY 19",3,"Quarter 3","Q3","Q3, FY 19",7,"201901","201901","20190114","20190120","20190114","201903","201907","N","N","N","N","N","N","N","N"
2019-01-21 00:00:00.000,2019,"CY 2019","CY 19",1,"Quarter 1","Q1","Q1, CY 19",1,"January","Jan","Jan-19",2019-01-21 00:00:00.000,"21-Jan-19",4,2019-01-27 00:00:00.000,"27-Jan-19",4,21,21,1,2,"21-Jan-19","Monday","Mon",2019,"FY 2019","FY 19",3,"Quarter 3","Q3","Q3, FY 19",7,"201901","201901","20190121","20190127","20190121","201903","201907","N","N","N","N","N","N","N","N"
2019-01-28 00:00:00.000,2019,"CY 2019","CY 19",1,"Quarter 1","Q1","Q1, CY 19",1,"January","Jan","Jan-19",2019-01-28 00:00:00.000,"28-Jan-19",5,2019-02-03 00:00:00.000,"3-Feb-19",5,28,28,1,2,"28-Jan-19","Monday","Mon",2019,"FY 2019","FY 19",3,"Quarter 3","Q3","Q3, FY 19",7,"201901","201901","20190128","20190203","20190128","201903","201907","N","N","N","N","N","N","N","N"
2019-02-04 00:00:00.000,2019,"CY 2019","CY 19",1,"Quarter 1","Q1","Q1, CY 19",2,"February","Feb","Feb-19",2019-02-04 00:00:00.000,"4-Feb-19",6,2019-02-10 00:00:00.000,"10-Feb-19",6,35,4,1,2,"4-Feb-19","Monday","Mon",2019,"FY 2019","FY 19",3,"Quarter 3","Q3","Q3, FY 19",8,"201901","201902","20190204","20190210","20190204","201903","201908","N","N","N","N","N","N","N","N"
2019-02-11 00:00:00.000,2019,"CY 2019","CY 19",1,"Quarter 1","Q1","Q1, CY 19",2,"February","Feb","Feb-19",2019-02-11 00:00:00.000,"11-Feb-19",7,2019-02-17 00:00:00.000,"17-Feb-19",7,42,11,1,2,"11-Feb-19","Monday","Mon",2019,"FY 2019","FY 19",3,"Quarter 3","Q3","Q3, FY 19",8,"201901","201902","20190211","20190217","20190211","201903","201908","N","N","N","N","N","N","N","N"
2019-02-18 00:00:00.000,2019,"CY 2019","CY 19",1,"Quarter 1","Q1","Q1, CY 19",2,"February","Feb","Feb-19",2019-02-18 00:00:00.000,"18-Feb-19",8,2019-02-24 00:00:00.000,"24-Feb-19",8,49,18,1,2,"18-Feb-19","Monday","Mon",2019,"FY 2019","FY 19",3,"Quarter 3","Q3","Q3, FY 19",8,"201901","201902","20190218","20190224","20190218","201903","201908","N","N","N","N","N","N","N","N"
2019-02-25 00:00:00.000,2019,"CY 2019","CY 19",1,"Quarter 1","Q1","Q1, CY 19",2,"February","Feb","Feb-19",2019-02-25 00:00:00.000,"25-Feb-19",9,2019-03-03 00:00:00.000,"3-Mar-19",9,56,25,1,2,"25-Feb-19","Monday","Mon",2019,"FY 2019","FY 19",3,"Quarter 3","Q3","Q3, FY 19",8,"201901","201902","20190225","20190303","20190225","201903","201908","N","N","N","N","N","N","N","N"
2019-03-04 00:00:00.000,2019,"CY 2019","CY 19",1,"Quarter 1","Q1","Q1, CY 19",3,"March","Mar","Mar-19",2019-03-04 00:00:00.000,"4-Mar-19",10,2019-03-10 00:00:00.000,"10-Mar-19",10,63,4,1,2,"4-Mar-19","Monday","Mon",2019,"FY 2019","FY 19",3,"Quarter 3","Q3","Q3, FY 19",9,"201901","201903","20190304","20190310","20190304","201903","201909","N","N","N","N","N","N","N","N"
2019-03-11 00:00:00.000,2019,"CY 2019","CY 19",1,"Quarter 1","Q1","Q1, CY 19",3,"March","Mar","Mar-19",2019-03-11 00:00:00.000,"11-Mar-19",11,2019-03-17 00:00:00.000,"17-Mar-19",11,70,11,1,2,"11-Mar-19","Monday","Mon",2019,"FY 2019","FY 19",3,"Quarter 3","Q3","Q3, FY 19",9,"201901","201903","20190311","20190317","20190311","201903","201909","N","N","N","N","N","N","N","N"
2019-03-18 00:00:00.000,2019,"CY 2019","CY 19",1,"Quarter 1","Q1","Q1, CY 19",3,"March","Mar","Mar-19",2019-03-18 00:00:00.000,"18-Mar-19",12,2019-03-24 00:00:00.000,"24-Mar-19",12,77,18,1,2,"18-Mar-19","Monday","Mon",2019,"FY 2019","FY 19",3,"Quarter 3","Q3","Q3, FY 19",9,"201901","201903","20190318","20190324","20190318","201903","201909","N","N","N","N","N","N","N","N"
2019-03-25 00:00:00.000,2019,"CY 2019","CY 19",1,"Quarter 1","Q1","Q1, CY 19",3,"March","Mar","Mar-19",2019-03-25 00:00:00.000,"25-Mar-19",13,2019-03-31 00:00:00.000,"31-Mar-19",13,84,25,1,2,"25-Mar-19","Monday","Mon",2019,"FY 2019","FY 19",3,"Quarter 3","Q3","Q3, FY 19",9,"201901","201903","20190325","20190331","20190325","201903","201909","N","N","N","N","N","N","N","N"
2019-04-01 00:00:00.000,2019,"CY 2019","CY 19",2,"Quarter 2","Q2","Q2, CY 19",4,"April","Apr","Apr-19",2019-04-01 00:00:00.000,"1-Apr-19",14,2019-04-07 00:00:00.000,"7-Apr-19",14,91,1,1,2,"1-Apr-19","Monday","Mon",2019,"FY 2019","FY 19",4,"Quarter 4","Q4","Q4, FY 19",10,"201902","201904","20190401","20190407","20190401","201904","201910","N","N","N","N","N","N","N","N"
2019-04-08 00:00:00.000,2019,"CY 2019","CY 19",2,"Quarter 2","Q2","Q2, CY 19",4,"April","Apr","Apr-19",2019-04-08 00:00:00.000,"8-Apr-19",15,2019-04-14 00:00:00.000,"14-Apr-19",15,98,8,1,2,"8-Apr-19","Monday","Mon",2019,"FY 2019","FY 19",4,"Quarter 4","Q4","Q4, FY 19",10,"201902","201904","20190408","20190414","20190408","201904","201910","N","N","N","N","N","N","N","N"
2019-04-15 00:00:00.000,2019,"CY 2019","CY 19",2,"Quarter 2","Q2","Q2, CY 19",4,"April","Apr","Apr-19",2019-04-15 00:00:00.000,"15-Apr-19",16,2019-04-21 00:00:00.000,"21-Apr-19",16,105,15,1,2,"15-Apr-19","Monday","Mon",2019,"FY 2019","FY 19",4,"Quarter 4","Q4","Q4, FY 19",10,"201902","201904","20190415","20190421","20190415","201904","201910","N","N","N","N","N","N","N","N"
2019-04-22 00:00:00.000,2019,"CY 2019","CY 19",2,"Quarter 2","Q2","Q2, CY 19",4,"April","Apr","Apr-19",2019-04-22 00:00:00.000,"22-Apr-19",17,2019-04-28 00:00:00.000,"28-Apr-19",17,112,22,1,2,"22-Apr-19","Monday","Mon",2019,"FY 2019","FY 19",4,"Quarter 4","Q4","Q4, FY 19",10,"201902","201904","20190422","20190428","20190422","201904","201910","N","N","N","N","N","N","N","N"
2019-04-29 00:00:00.000,2019,"CY 2019","CY 19",2,"Quarter 2","Q2","Q2, CY 19",4,"April","Apr","Apr-19",2019-04-29 00:00:00.000,"29-Apr-19",18,2019-05-05 00:00:00.000,"5-May-19",18,119,29,1,2,"29-Apr-19","Monday","Mon",2019,"FY 2019","FY 19",4,"Quarter 4","Q4","Q4, FY 19",10,"201902","201904","20190429","20190505","20190429","201904","201910","N","N","N","N","N","N","N","N"
2019-05-06 00:00:00.000,2019,"CY 2019","CY 19",2,"Quarter 2","Q2","Q2, CY 19",5,"May","May","May-19",2019-05-06 00:00:00.000,"6-May-19",19,2019-05-12 00:00:00.000,"12-May-19",19,126,6,1,2,"6-May-19","Monday","Mon",2019,"FY 2019","FY 19",4,"Quarter 4","Q4","Q4, FY 19",11,"201902","201905","20190506","20190512","20190506","201904","201911","N","N","N","N","N","N","N","N"
2019-05-13 00:00:00.000,2019,"CY 2019","CY 19",2,"Quarter 2","Q2","Q2, CY 19",5,"May","May","May-19",2019-05-13 00:00:00.000,"13-May-19",20,2019-05-19 00:00:00.000,"19-May-19",20,133,13,1,2,"13-May-19","Monday","Mon",2019,"FY 2019","FY 19",4,"Quarter 4","Q4","Q4, FY 19",11,"201902","201905","20190513","20190519","20190513","201904","201911","N","N","N","N","N","N","N","N"
2019-05-20 00:00:00.000,2019,"CY 2019","CY 19",2,"Quarter 2","Q2","Q2, CY 19",5,"May","May","May-19",2019-05-20 00:00:00.000,"20-May-19",21,2019-05-26 00:00:00.000,"26-May-19",21,140,20,1,2,"20-May-19","Monday","Mon",2019,"FY 2019","FY 19",4,"Quarter 4","Q4","Q4, FY 19",11,"201902","201905","20190520","20190526","20190520","201904","201911","N","N","N","N","N","N","N","N"
2019-05-27 00:00:00.000,2019,"CY 2019","CY 19",2,"Quarter 2","Q2","Q2, CY 19",5,"May","May","May-19",2019-05-27 00:00:00.000,"27-May-19",22,2019-06-02 00:00:00.000,"2-Jun-19",22,147,27,1,2,"27-May-19","Monday","Mon",2019,"FY 2019","FY 19",4,"Quarter 4","Q4","Q4, FY 19",11,"201902","201905","20190527","20190602","20190527","201904","201911","N","N","N","N","N","N","N","N"
2019-06-03 00:00:00.000,2019,"CY 2019","CY 19",2,"Quarter 2","Q2","Q2, CY 19",6,"June","Jun","Jun-19",2019-06-03 00:00:00.000,"3-Jun-19",23,2019-06-09 00:00:00.000,"9-Jun-19",23,154,3,1,2,"3-Jun-19","Monday","Mon",2019,"FY 2019","FY 19",4,"Quarter 4","Q4","Q4, FY 19",12,"201902","201906","20190603","20190609","20190603","201904","201912","N","N","N","N","N","N","N","N"
2019-06-10 00:00:00.000,2019,"CY 2019","CY 19",2,"Quarter 2","Q2","Q2, CY 19",6,"June","Jun","Jun-19",2019-06-10 00:00:00.000,"10-Jun-19",24,2019-06-16 00:00:00.000,"16-Jun-19",24,161,10,1,2,"10-Jun-19","Monday","Mon",2019,"FY 2019","FY 19",4,"Quarter 4","Q4","Q4, FY 19",12,"201902","201906","20190610","20190616","20190610","201904","201912","N","N","N","N","N","N","N","N"
2019-06-17 00:00:00.000,2019,"CY 2019","CY 19",2,"Quarter 2","Q2","Q2, CY 19",6,"June","Jun","Jun-19",2019-06-17 00:00:00.000,"17-Jun-19",25,2019-06-23 00:00:00.000,"23-Jun-19",25,168,17,1,2,"17-Jun-19","Monday","Mon",2019,"FY 2019","FY 19",4,"Quarter 4","Q4","Q4, FY 19",12,"201902","201906","20190617","20190623","20190617","201904","201912","N","N","N","N","N","N","N","N"
2019-06-24 00:00:00.000,2019,"CY 2019","CY 19",2,"Quarter 2","Q2","Q2, CY 19",6,"June","Jun","Jun-19",2019-06-24 00:00:00.000,"24-Jun-19",26,2019-06-30 00:00:00.000,"30-Jun-19",26,175,24,1,2,"24-Jun-19","Monday","Mon",2019,"FY 2019","FY 19",4,"Quarter 4","Q4","Q4, FY 19",12,"201902","201906","20190624","20190630","20190624","201904","201912","N","N","N","N","N","N","N","N"
2020-01-06 00:00:00.000,2020,"CY 2020","CY 20",1,"Quarter 1","Q1","Q1, CY 20",1,"January","Jan","Jan-20",2020-01-06 00:00:00.000,"6-Jan-20",2,2020-01-12 00:00:00.000,"12-Jan-20",2,6,6,1,2,"6-Jan-20","Monday","Mon",2020,"FY 2020","FY 20",3,"Quarter 3","Q3","Q3, FY 20",7,"202001","202001","20200106","20200112","20200106","202003","202007","N","N","N","N","N","N","N","N"
2020-01-13 00:00:00.000,2020,"CY 2020","CY 20",1,"Quarter 1","Q1","Q1, CY 20",1,"January","Jan","Jan-20",2020-01-13 00:00:00.000,"13-Jan-20",3,2020-01-19 00:00:00.000,"19-Jan-20",3,13,13,1,2,"13-Jan-20","Monday","Mon",2020,"FY 2020","FY 20",3,"Quarter 3","Q3","Q3, FY 20",7,"202001","202001","20200113","20200119","20200113","202003","202007","N","N","N","N","N","N","N","N"
2020-01-20 00:00:00.000,2020,"CY 2020","CY 20",1,"Quarter 1","Q1","Q1, CY 20",1,"January","Jan","Jan-20",2020-01-20 00:00:00.000,"20-Jan-20",4,2020-01-26 00:00:00.000,"26-Jan-20",4,20,20,1,2,"20-Jan-20","Monday","Mon",2020,"FY 2020","FY 20",3,"Quarter 3","Q3","Q3, FY 20",7,"202001","202001","20200120","20200126","20200120","202003","202007","N","N","N","N","N","N","N","N"
2020-01-27 00:00:00.000,2020,"CY 2020","CY 20",1,"Quarter 1","Q1","Q1, CY 20",1,"January","Jan","Jan-20",2020-01-27 00:00:00.000,"27-Jan-20",5,2020-02-02 00:00:00.000,"2-Feb-20",5,27,27,1,2,"27-Jan-20","Monday","Mon",2020,"FY 2020","FY 20",3,"Quarter 3","Q3","Q3, FY 20",7,"202001","202001","20200127","20200202","20200127","202003","202007","N","N","N","N","N","N","N","N"
2020-02-03 00:00:00.000,2020,"CY 2020","CY 20",1,"Quarter 1","Q1","Q1, CY 20",2,"February","Feb","Feb-20",2020-02-03 00:00:00.000,"3-Feb-20",6,2020-02-09 00:00:00.000,"9-Feb-20",6,34,3,1,2,"3-Feb-20","Monday","Mon",2020,"FY 2020","FY 20",3,"Quarter 3","Q3","Q3, FY 20",8,"202001","202002","20200203","20200209","20200203","202003","202008","N","N","N","N","N","N","N","N"
2020-02-10 00:00:00.000,2020,"CY 2020","CY 20",1,"Quarter 1","Q1","Q1, CY 20",2,"February","Feb","Feb-20",2020-02-10 00:00:00.000,"10-Feb-20",7,2020-02-16 00:00:00.000,"16-Feb-20",7,41,10,1,2,"10-Feb-20","Monday","Mon",2020,"FY 2020","FY 20",3,"Quarter 3","Q3","Q3, FY 20",8,"202001","202002","20200210","20200216","20200210","202003","202008","N","N","N","N","N","N","N","N"
2020-02-17 00:00:00.000,2020,"CY 2020","CY 20",1,"Quarter 1","Q1","Q1, CY 20",2,"February","Feb","Feb-20",2020-02-17 00:00:00.000,"17-Feb-20",8,2020-02-23 00:00:00.000,"23-Feb-20",8,48,17,1,2,"17-Feb-20","Monday","Mon",2020,"FY 2020","FY 20",3,"Quarter 3","Q3","Q3, FY 20",8,"202001","202002","20200217","20200223","20200217","202003","202008","N","N","N","N","N","N","N","N"
2020-02-24 00:00:00.000,2020,"CY 2020","CY 20",1,"Quarter 1","Q1","Q1, CY 20",2,"February","Feb","Feb-20",2020-02-24 00:00:00.000,"24-Feb-20",9,2020-03-01 00:00:00.000,"1-Mar-20",9,55,24,1,2,"24-Feb-20","Monday","Mon",2020,"FY 2020","FY 20",3,"Quarter 3","Q3","Q3, FY 20",8,"202001","202002","20200224","20200301","20200224","202003","202008","N","N","N","N","N","N","N","N"
2020-03-02 00:00:00.000,2020,"CY 2020","CY 20",1,"Quarter 1","Q1","Q1, CY 20",3,"March","Mar","Mar-20",2020-03-02 00:00:00.000,"2-Mar-20",10,2020-03-08 00:00:00.000,"8-Mar-20",10,62,2,1,2,"2-Mar-20","Monday","Mon",2020,"FY 2020","FY 20",3,"Quarter 3","Q3","Q3, FY 20",9,"202001","202003","20200302","20200308","20200302","202003","202009","N","N","N","N","N","N","N","N"
2020-03-09 00:00:00.000,2020,"CY 2020","CY 20",1,"Quarter 1","Q1","Q1, CY 20",3,"March","Mar","Mar-20",2020-03-09 00:00:00.000,"9-Mar-20",11,2020-03-15 00:00:00.000,"15-Mar-20",11,69,9,1,2,"9-Mar-20","Monday","Mon",2020,"FY 2020","FY 20",3,"Quarter 3","Q3","Q3, FY 20",9,"202001","202003","20200309","20200315","20200309","202003","202009","N","N","N","N","N","N","N","N"
2020-03-16 00:00:00.000,2020,"CY 2020","CY 20",1,"Quarter 1","Q1","Q1, CY 20",3,"March","Mar","Mar-20",2020-03-16 00:00:00.000,"16-Mar-20",12,2020-03-22 00:00:00.000,"22-Mar-20",12,76,16,1,2,"16-Mar-20","Monday","Mon",2020,"FY 2020","FY 20",3,"Quarter 3","Q3","Q3, FY 20",9,"202001","202003","20200316","20200322","20200316","202003","202009","N","N","N","N","N","N","N","N"
2020-03-23 00:00:00.000,2020,"CY 2020","CY 20",1,"Quarter 1","Q1","Q1, CY 20",3,"March","Mar","Mar-20",2020-03-23 00:00:00.000,"23-Mar-20",13,2020-03-29 00:00:00.000,"29-Mar-20",13,83,23,1,2,"23-Mar-20","Monday","Mon",2020,"FY 2020","FY 20",3,"Quarter 3","Q3","Q3, FY 20",9,"202001","202003","20200323","20200329","20200323","202003","202009","N","N","N","N","N","N","N","N"
2020-03-30 00:00:00.000,2020,"CY 2020","CY 20",1,"Quarter 1","Q1","Q1, CY 20",3,"March","Mar","Mar-20",2020-03-30 00:00:00.000,"30-Mar-20",14,2020-04-05 00:00:00.000,"5-Apr-20",14,90,30,1,2,"30-Mar-20","Monday","Mon",2020,"FY 2020","FY 20",3,"Quarter 3","Q3","Q3, FY 20",9,"202001","202003","20200330","20200405","20200330","202003","202009","N","N","N","N","N","N","N","N"
2020-04-06 00:00:00.000,2020,"CY 2020","CY 20",2,"Quarter 2","Q2","Q2, CY 20",4,"April","Apr","Apr-20",2020-04-06 00:00:00.000,"6-Apr-20",15,2020-04-12 00:00:00.000,"12-Apr-20",15,97,6,1,2,"6-Apr-20","Monday","Mon",2020,"FY 2020","FY 20",4,"Quarter 4","Q4","Q4, FY 20",10,"202002","202004","20200406","20200412","20200406","202004","202010","N","N","N","N","N","N","N","N"
2020-04-13 00:00:00.000,2020,"CY 2020","CY 20",2,"Quarter 2","Q2","Q2, CY 20",4,"April","Apr","Apr-20",2020-04-13 00:00:00.000,"13-Apr-20",16,2020-04-19 00:00:00.000,"19-Apr-20",16,104,13,1,2,"13-Apr-20","Monday","Mon",2020,"FY 2020","FY 20",4,"Quarter 4","Q4","Q4, FY 20",10,"202002","202004","20200413","20200419","20200413","202004","202010","N","N","N","N","N","N","N","N"
2020-04-20 00:00:00.000,2020,"CY 2020","CY 20",2,"Quarter 2","Q2","Q2, CY 20",4,"April","Apr","Apr-20",2020-04-20 00:00:00.000,"20-Apr-20",17,2020-04-26 00:00:00.000,"26-Apr-20",17,111,20,1,2,"20-Apr-20","Monday","Mon",2020,"FY 2020","FY 20",4,"Quarter 4","Q4","Q4, FY 20",10,"202002","202004","20200420","20200426","20200420","202004","202010","N","N","N","N","N","N","N","N"
2020-04-27 00:00:00.000,2020,"CY 2020","CY 20",2,"Quarter 2","Q2","Q2, CY 20",4,"April","Apr","Apr-20",2020-04-27 00:00:00.000,"27-Apr-20",18,2020-05-03 00:00:00.000,"3-May-20",18,118,27,1,2,"27-Apr-20","Monday","Mon",2020,"FY 2020","FY 20",4,"Quarter 4","Q4","Q4, FY 20",10,"202002","202004","20200427","20200503","20200427","202004","202010","N","N","N","N","N","N","N","N"
